Entry	Reviewed	Entry Name	Gene Names	Annotation
Q14DG7	reviewed	T132B_HUMAN	TMEM132B KIAA1786 KIAA1906	3.0
Q15032	reviewed	R3HD1_HUMAN	R3HDM1 KIAA0029 R3HDM	3.0
Q15181	reviewed	IPYR_HUMAN	PPA1 IOPPP PP	3.0
Q15195	reviewed	PLGA_HUMAN	PLGLA PLGLA1 PLGP2 PRGA	3.0
Q15269	reviewed	PWP2_HUMAN	PWP2 PWP2H	3.0
Q15434	reviewed	RBMS2_HUMAN	RBMS2 SCR3	3.0
Q15527	reviewed	SURF2_HUMAN	SURF2	3.0
Q15615	reviewed	OR4D1_HUMAN	OR4D1 OR4D3	3.0
Q15619	reviewed	OR1C1_HUMAN	OR1C1	3.0
Q15622	reviewed	OR7A5_HUMAN	OR7A5	3.0
Q15773	reviewed	MLF2_HUMAN	MLF2	3.0
Q16048	reviewed	MCHL1_HUMAN	PMCHL1	3.0
Q16473	reviewed	TENXA_HUMAN	TNXA XA	3.0
Q16517	reviewed	NNAT_HUMAN	NNAT	3.0
Q16559	reviewed	TAL2_HUMAN	TAL2 BHLHA19	3.0
Q16626	reviewed	MEA1_HUMAN	MEA1 MEA	3.0
Q17R31	reviewed	TATD3_HUMAN	TATDN3	3.0
Q17R55	reviewed	F187B_HUMAN	FAM187B TMEM162	3.0
Q17RC7	reviewed	EX3L4_HUMAN	EXOC3L4 C14orf73	3.0
Q1A5X7	reviewed	WHAL1_HUMAN	WHAMMP3 WHAMML1 WHDC1L1	3.0
Q1AE95	reviewed	T183B_HUMAN	TMEM183BP C1orf37-dup TMEM183B	3.0
Q1ED39	reviewed	KNOP1_HUMAN	KNOP1 C16orf88 FAM191A TSG118	3.0
Q1KMD3	reviewed	HNRL2_HUMAN	HNRNPUL2 HNRPUL2	3.0
Q1W4C9	reviewed	ISK13_HUMAN	SPINK13 HBVDNAPTP1 SPINK5L3	3.0
Q1X8D7	reviewed	LRC36_HUMAN	LRRC36 RORBP70	3.0
Q1XH10	reviewed	SKDA1_HUMAN	SKIDA1 C10orf140 DLN1	3.0
Q1ZYL8	reviewed	IZUM4_HUMAN	IZUMO4 C19orf36 UNQ831/PRO1758	3.0
Q24JQ0	reviewed	TM241_HUMAN	TMEM241 C18orf45	3.0
Q2KHR3	reviewed	QSER1_HUMAN	QSER1	3.0
Q2M218	reviewed	ZN630_HUMAN	ZNF630	3.0
Q2M296	reviewed	MTHSD_HUMAN	MTHFSD	3.0
Q2M2I3	reviewed	FA83E_HUMAN	FAM83E	3.0
Q2M2W7	reviewed	CQ058_HUMAN	C17orf58	3.0
Q2M3D2	reviewed	EX3L2_HUMAN	EXOC3L2 XTP7	3.0
Q2M3V2	reviewed	SWAHA_HUMAN	SOWAHA ANKRD43	3.0
Q2M3W8	reviewed	ZN181_HUMAN	ZNF181	3.0
Q2M5E4	reviewed	RGS21_HUMAN	RGS21	3.0
Q2PZI1	reviewed	D19L1_HUMAN	DPY19L1 GA0500 KIAA0877	3.0
Q2QD12	reviewed	RPEL1_HUMAN	RPEL1	3.0
Q2TAA2	reviewed	IAH1_HUMAN	IAH1	3.0
Q2TAA8	reviewed	TXIP1_HUMAN	TSNAXIP1 TXI1	3.0
Q2TAL5	reviewed	SMTL2_HUMAN	SMTNL2	3.0
Q2TB10	reviewed	ZN800_HUMAN	ZNF800 PP902	3.0
Q2TBF2	reviewed	WSCD2_HUMAN	WSCD2 KIAA0789	3.0
Q2VY69	reviewed	ZN284_HUMAN	ZNF284 ZNF284L	3.0
Q2WGJ9	reviewed	FR1L6_HUMAN	FER1L6 C8orfK23	3.0
Q2WGN9	reviewed	GAB4_HUMAN	GAB4	3.0
Q30KQ4	reviewed	DB116_HUMAN	DEFB116 DEFB16	3.0
Q30KQ5	reviewed	DB115_HUMAN	DEFB115 DEFB15	3.0
Q30KQ8	reviewed	DB112_HUMAN	DEFB112 DEFB12	3.0
Q30KQ9	reviewed	DB110_HUMAN	DEFB110 DEFB10 DEFB11 DEFB111	3.0
Q30KR1	reviewed	DB109_HUMAN	DEFB109B DEFB109P1B	3.0
Q32MH5	reviewed	F214A_HUMAN	FAM214A KIAA1370	3.0
Q32P51	reviewed	RA1L2_HUMAN	HNRNPA1L2 HNRNPA1L	3.0
Q3B7J2	reviewed	GFOD2_HUMAN	GFOD2 UNQ9430/PRO34691	3.0
Q3B7T3	reviewed	BEAN1_HUMAN	BEAN1	3.0
Q3B8N5	reviewed	PROX2_HUMAN	PROX2	3.0
Q3C1V8	reviewed	BSH_HUMAN	BSX BSX1	3.0
Q3KNW1	reviewed	SNAI3_HUMAN	SNAI3 ZNF293	3.0
Q3KP31	reviewed	ZN791_HUMAN	ZNF791	3.0
Q3KQV9	reviewed	UAP1L_HUMAN	UAP1L1	3.0
Q3KQZ1	reviewed	S2535_HUMAN	SLC25A35	3.0
Q3LFD5	reviewed	UBP41_HUMAN	USP41	3.0
Q3LI61	reviewed	KR202_HUMAN	KRTAP20-2 KAP20.2	3.0
Q3LI67	reviewed	KRA63_HUMAN	KRTAP6-3 KAP6.3	3.0
Q3LI73	reviewed	KR194_HUMAN	KRTAP19-4 KAP19.4	3.0
Q3LI83	reviewed	KR241_HUMAN	KRTAP24-1 KAP24.1	3.0
Q3MIS6	reviewed	ZN528_HUMAN	ZNF528 KIAA1827	3.0
Q3MIX3	reviewed	ADCK5_HUMAN	ADCK5	3.0
Q3SXZ3	reviewed	ZN718_HUMAN	ZNF718	3.0
Q3ZCQ2	reviewed	AX2R_HUMAN	ANXA2R AX2R C5orf39	3.0
Q3ZCW2	reviewed	LEGL_HUMAN	LGALSL GRP HSPC159	3.0
Q400G9	reviewed	AMZ1_HUMAN	AMZ1 KIAA1950	3.0
Q494X3	reviewed	ZN404_HUMAN	ZNF404	3.0
Q495B1	reviewed	AKD1A_HUMAN	ANKDD1A	3.0
Q495X7	reviewed	TRI60_HUMAN	TRIM60 RNF129 RNF33	3.0
Q496H8	reviewed	NRN1L_HUMAN	NRN1L UNQ2446/PRO5725	3.0
Q499Z3	reviewed	SLNL1_HUMAN	SLFNL1	3.0
Q499Z4	reviewed	ZN672_HUMAN	ZNF672	3.0
Q49A92	reviewed	CH034_HUMAN	C8orf34	3.0
Q49AG3	reviewed	ZBED5_HUMAN	ZBED5 Buster1	3.0
Q49AR2	reviewed	CE022_HUMAN	C5orf22	3.0
Q4AE62	reviewed	GTDC1_HUMAN	GTDC1	3.0
Q4G0F5	reviewed	VP26B_HUMAN	VPS26B	3.0
Q4G0N0	reviewed	GGTA1_HUMAN	GGTA1 GGTA1P	3.0
Q4G0S7	reviewed	CC152_HUMAN	CCDC152 Chr5_400	3.0
Q4G0Z9	reviewed	MCMD2_HUMAN	MCMDC2 C8orf45	3.0
Q4G112	reviewed	HSF5_HUMAN	HSF5 HSTF5	3.0
Q4KMZ1	reviewed	IQCC_HUMAN	IQCC	3.0
Q4KMZ8	reviewed	NKAI1_HUMAN	NKAIN1 FAM77C	3.0
Q4V339	reviewed	ZNG1F_HUMAN	ZNG1F CBWD6 CBWD7	3.0
Q4VC39	reviewed	HIG2B_HUMAN	HIGD2B HIGD2BP	3.0
Q4VXA5	reviewed	KHDC1_HUMAN	KHDC1 C6orf147 C6orf148	3.0
Q4VXU2	reviewed	PAP1L_HUMAN	PABPC1L C20orf119	3.0
Q504U0	reviewed	CD046_HUMAN	C4orf46 RCDG1	3.0
Q50LG9	reviewed	LRC24_HUMAN	LRRC24	3.0
Q52LA3	reviewed	LIN52_HUMAN	LIN52 C14orf46	3.0
Q52LD8	reviewed	RFTN2_HUMAN	RFTN2 C2orf11	3.0
Q52M58	reviewed	CN177_HUMAN	LINC02914 C14orf177	3.0
Q52M93	reviewed	Z585B_HUMAN	ZNF585B	3.0
Q53EQ6	reviewed	TIGD5_HUMAN	TIGD5	3.0
Q53EV4	reviewed	LRC23_HUMAN	LRRC23 LRPB7	3.0
Q53FE4	reviewed	CD017_HUMAN	C4orf17	3.0
Q53RY4	reviewed	KCP3_HUMAN	KRTCAP3 KCP3 UNQ3066/PRO9898	3.0
Q53S08	reviewed	RAB6D_HUMAN	RAB6D WTH3DI	3.0
Q53S58	reviewed	TM177_HUMAN	TMEM177	3.0
Q53S99	reviewed	CB083_HUMAN	C2orf83	3.0
Q53SF7	reviewed	COBL1_HUMAN	COBLL1 KIAA0977	3.0
Q56A73	reviewed	SPIN4_HUMAN	SPIN4	3.0
Q56VL3	reviewed	OCAD2_HUMAN	OCIAD2	3.0
Q58FF3	reviewed	ENPLL_HUMAN	HSP90B2P GRP94B GRP94P1 TRAP1	3.0
Q58FF6	reviewed	H90B4_HUMAN	HSP90AB4P	3.0
Q58FG0	reviewed	HS905_HUMAN	HSP90AA5P HSP90AE	3.0
Q5BJE1	reviewed	CC178_HUMAN	CCDC178 C18orf34	3.0
Q5BKX6	reviewed	S45A4_HUMAN	SLC45A4 KIAA1126	3.0
Q5CZA5	reviewed	ZN805_HUMAN	ZNF805	3.0
Q5EBL2	reviewed	ZN628_HUMAN	ZNF628	3.0
Q5EBM4	reviewed	ZN542_HUMAN	ZNF542P ZNF542	3.0
Q5FYA8	reviewed	ARSH_HUMAN	ARSH	3.0
Q5GH70	reviewed	XKR9_HUMAN	XKR9 XRG9	3.0
Q5GH73	reviewed	XKR6_HUMAN	XKR6 C8orf21 C8orf5 C8orf7 XRG6	3.0
Q5GH77	reviewed	XKR3_HUMAN	XKR3 XRG3	3.0
Q5H8A3	reviewed	NMS_HUMAN	NMS	3.0
Q5H913	reviewed	AR13A_HUMAN	ARL13A	3.0
Q5H943	reviewed	KKLC1_HUMAN	CT83 CXorf61 KKLC1	3.0
Q5H9E4	reviewed	S2553_HUMAN	SLC25A53 MCART6	3.0
Q5H9K5	reviewed	ZMAT1_HUMAN	ZMAT1 KIAA1789	3.0
Q5H9L2	reviewed	TCAL5_HUMAN	TCEAL5	3.0
Q5H9M0	reviewed	PWP3B_HUMAN	PWWP3B MUM1L1	3.0
Q5H9R4	reviewed	ARMX4_HUMAN	ARMCX4	3.0
Q5HY98	reviewed	ZN766_HUMAN	ZNF766	3.0
Q5HYK9	reviewed	ZN667_HUMAN	ZNF667	3.0
Q5HYR2	reviewed	DMRTC_HUMAN	DMRTC1; DMRTC1B	3.0
Q5I0G3	reviewed	MDH1B_HUMAN	MDH1B	3.0
Q5I0X7	reviewed	TTC32_HUMAN	TTC32	3.0
Q5JNZ3	reviewed	ZN311_HUMAN	ZNF311 ZFP31	3.0
Q5JPF3	reviewed	AN36C_HUMAN	ANKRD36C	3.0
Q5JPI3	reviewed	CC038_HUMAN	C3orf38	3.0
Q5JQF8	reviewed	PAP1M_HUMAN	PABPC1L2A PABPC1L2 RBM32A; PABPC1L2B PABPC1L2 RBM32B	3.0
Q5JQS5	reviewed	OR2BB_HUMAN	OR2B11	3.0
Q5JQS6	reviewed	GSAML_HUMAN	GCSAML C1orf150	3.0
Q5JRC9	reviewed	FA47A_HUMAN	FAM47A	3.0
Q5JRS4	reviewed	O10J3_HUMAN	OR10J3 OR10J3P	3.0
Q5JRV8	reviewed	T255A_HUMAN	TMEM255A FAM70A	3.0
Q5JS37	reviewed	NHLC3_HUMAN	NHLRC3	3.0
Q5JS54	reviewed	PSMG4_HUMAN	PSMG4 C6orf86 PAC4	3.0
Q5JSS6	reviewed	MEIG1_HUMAN	MEIG1	3.0
Q5JTD7	reviewed	LRC73_HUMAN	LRRC73 C6orf154	3.0
Q5JU00	reviewed	DRC5_HUMAN	TCTE1 DRC5	3.0
Q5JUK9	reviewed	PAGE3_HUMAN	PAGE3 GAGED1	3.0
Q5JVG2	reviewed	ZN484_HUMAN	ZNF484	3.0
Q5JVG8	reviewed	ZN506_HUMAN	ZNF506	3.0
Q5JW98	reviewed	CAHM4_HUMAN	CALHM4 C6orf78 FAM26D UNQ6481/PRO21277	3.0
Q5JWR5	reviewed	DOP1_HUMAN	DOP1A DOPEY1 KIAA1117	3.0
Q5JX69	reviewed	F209B_HUMAN	FAM209B C20orf107	3.0
Q5JXM2	reviewed	MET24_HUMAN	METTL24 C6orf186	3.0
Q5M8T2	reviewed	S35D3_HUMAN	SLC35D3 FRCL1	3.0
Q5M9N0	reviewed	CD158_HUMAN	CCDC158	3.0
Q5MCW4	reviewed	ZN569_HUMAN	ZNF569	3.0
Q5PT55	reviewed	NTCP5_HUMAN	SLC10A5	3.0
Q5QFB9	reviewed	PAPAS_HUMAN	PAPPA-AS1 DIPAS PAPPAS	3.0
Q5R387	reviewed	PA2GC_HUMAN	PLA2G2C	3.0
Q5R3K3	reviewed	CAHM6_HUMAN	CALHM6 C6orf187 FAM26F	3.0
Q5RHP9	reviewed	ERIC3_HUMAN	ERICH3 C1orf173	3.0
Q5RIA9	reviewed	ZNG1E_HUMAN	ZNG1E CBWD5	3.0
Q5SNV9	reviewed	CA167_HUMAN	C1orf167	3.0
Q5SRH9	reviewed	TT39A_HUMAN	TTC39A C1orf34 KIAA0452	3.0
Q5SSQ6	reviewed	SAPC1_HUMAN	SAPCD1 C6orf26 G7D NG23	3.0
Q5SV17	reviewed	TM240_HUMAN	TMEM240 C1orf70	3.0
Q5SV97	reviewed	PERM1_HUMAN	PERM1 C1orf170	3.0
Q5SVQ8	reviewed	ZBT41_HUMAN	ZBTB41 FRBZ1	3.0
Q5SWX8	reviewed	ODR4_HUMAN	ODR4 C1orf27 TTG1 TTG1A	3.0
Q5SXM1	reviewed	ZN678_HUMAN	ZNF678	3.0
Q5SY68	reviewed	S1A7B_HUMAN	S100A7L2 S100A7B	3.0
Q5SYE7	reviewed	NHSL1_HUMAN	NHSL1 C6orf63 KIAA1357	3.0
Q5SZD1	reviewed	CF141_HUMAN	C6orf141	3.0
Q5SZD4	reviewed	GLYL3_HUMAN	GLYATL3 C6orf140	3.0
Q5SZI1	reviewed	LRAD2_HUMAN	LDLRAD2	3.0
Q5T0B9	reviewed	ZN362_HUMAN	ZNF362 PP6997	3.0
Q5T1A1	reviewed	DCST2_HUMAN	DCST2	3.0
Q5T1B0	reviewed	AXDN1_HUMAN	AXDND1 C1orf125	3.0
Q5T1J5	reviewed	CHCH9_HUMAN	CHCHD2P9 C9orf49 CHCHD9	3.0
Q5T1N1	reviewed	AKND1_HUMAN	AKNAD1 C1orf62	3.0
Q5T1S8	reviewed	NCMAP_HUMAN	NCMAP C1orf130	3.0
Q5T215	reviewed	TPC3L_HUMAN	TRAPPC3L BET3L	3.0
Q5T292	reviewed	TM273_HUMAN	TMEM273 C10orf128	3.0
Q5T2L2	reviewed	AKCL1_HUMAN	AKR1C8 AKR1C8P AKR1CL1	3.0
Q5T3I0	reviewed	GPTC4_HUMAN	GPATCH4 GPATC4	3.0
Q5T5D7	reviewed	ZN684_HUMAN	ZNF684	3.0
Q5T5J6	reviewed	SWT1_HUMAN	SWT1 C1orf26	3.0
Q5T5M9	reviewed	CCNJ_HUMAN	CCNJ	3.0
Q5T5S1	reviewed	CC183_HUMAN	CCDC183 KIAA1984	3.0
Q5T681	reviewed	CJ062_HUMAN	C10orf62	3.0
Q5T6J7	reviewed	GNTK_HUMAN	IDNK C9orf103	3.0
Q5T764	reviewed	IFT1B_HUMAN	IFIT1B IFIT1L	3.0
Q5T7M9	reviewed	DIK1A_HUMAN	DIPK1A FAM69A	3.0
Q5TAG4	reviewed	NBPFC_HUMAN	NBPF12 COAS1 KIAA1245	3.0
Q5TC12	reviewed	ATPF1_HUMAN	ATPAF1 ATP11	3.0
Q5TC63	reviewed	GRTP1_HUMAN	GRTP1 TBC1D6	3.0
Q5TEA3	reviewed	DAAF9_HUMAN	DNAAF9 C20orf194	3.0
Q5TEA6	reviewed	SE1L2_HUMAN	SEL1L2 C20orf50	3.0
Q5TEC3	reviewed	ZN697_HUMAN	ZNF697	3.0
Q5TF21	reviewed	SOGA3_HUMAN	SOGA3 C6orf174	3.0
Q5TF39	reviewed	MFS4B_HUMAN	MFSD4B KIAA1919 NAGLT1 HSPC100	3.0
Q5TFE4	reviewed	NT5D1_HUMAN	NT5DC1 NT5C2L1 LP2642	3.0
Q5TFG8	reviewed	ZC21B_HUMAN	ZC2HC1B C6orf94 FAM164B	3.0
Q5TG30	reviewed	RHG40_HUMAN	ARHGAP40 C20orf95	3.0
Q5TGI0	reviewed	FAXC_HUMAN	FAXC C6orf168	3.0
Q5TGY1	reviewed	TMCO4_HUMAN	TMCO4	3.0
Q5THK1	reviewed	PR14L_HUMAN	PRR14L C22orf30	3.0
Q5TI25	reviewed	NBPFE_HUMAN	NBPF14	3.0
Q5TIE3	reviewed	VW5B1_HUMAN	VWA5B1	3.0
Q5TZ20	reviewed	OR2G6_HUMAN	OR2G6	3.0
Q5TZJ5	reviewed	S31A1_HUMAN	SPATA31A1 C9orf36 FAM75A1 FAM75A2 SPATA31A2	3.0
Q5UAW9	reviewed	GP157_HUMAN	GPR157	3.0
Q5VIY5	reviewed	ZN468_HUMAN	ZNF468	3.0
Q5VSG8	reviewed	MANEL_HUMAN	MANEAL	3.0
Q5VT79	reviewed	AXA81_HUMAN	ANXA8L1 ANXA8L2	3.0
Q5VTE6	reviewed	ANGE2_HUMAN	ANGEL2 KIAA0759L	3.0
Q5VTH2	reviewed	FLTOP_HUMAN	CFAP126 C1orf192 FLTP	3.0
Q5VTJ3	reviewed	KLD7A_HUMAN	KLHDC7A	3.0
Q5VTL8	reviewed	PR38B_HUMAN	PRPF38B	3.0
Q5VTM2	reviewed	AGAP9_HUMAN	AGAP9 CTGLF6	3.0
Q5VTU8	reviewed	AT5EL_HUMAN	ATP5F1EP2 ATP5EP2	3.0
Q5VU65	reviewed	P210L_HUMAN	NUP210L	3.0
Q5VUD6	reviewed	DIK1B_HUMAN	DIPK1B C9orf136 FAM69B PP6977	3.0
Q5VUJ5	reviewed	AGAP7_HUMAN	AGAP7P AGAP7 CTGLF4	3.0
Q5VUJ6	reviewed	LRCH2_HUMAN	LRCH2 KIAA1495	3.0
Q5VUY0	reviewed	ADCL3_HUMAN	AADACL3	3.0
Q5VVM6	reviewed	CCD30_HUMAN	CCDC30 PFDN6L	3.0
Q5VW22	reviewed	AGAP6_HUMAN	AGAP6 CTGLF3	3.0
Q5VWQ0	reviewed	RSBN1_HUMAN	RSBN1	3.0
Q5VWW1	reviewed	C1QL3_HUMAN	C1QL3 CTRP13	3.0
Q5VX52	reviewed	SPAT1_HUMAN	SPATA1	3.0
Q5VXU3	reviewed	CHIC1_HUMAN	CHIC1 BRX	3.0
Q5VYM1	reviewed	CI131_HUMAN	C9orf131	3.0
Q5VYV0	reviewed	FOXB2_HUMAN	FOXB2	3.0
Q5VYV7	reviewed	SLX4I_HUMAN	SLX4IP C20orf94	3.0
Q5VZ03	reviewed	NXNL2_HUMAN	NXNL2 C9orf121	3.0
Q5VZ19	reviewed	TDR10_HUMAN	TDRD10 UNQ9380/PRO34205	3.0
Q5VZ46	reviewed	K1614_HUMAN	KIAA1614	3.0
Q5VZ52	reviewed	MORN5_HUMAN	MORN5 C9orf113 C9orf18	3.0
Q5VZ66	reviewed	JKIP3_HUMAN	JAKMIP3 C10orf14 C10orf39 JAMIP3 NECC2	3.0
Q5VZ72	reviewed	IZUM3_HUMAN	IZUMO3 C9orf134	3.0
Q5W041	reviewed	ARMC3_HUMAN	ARMC3	3.0
Q5W0A0	reviewed	ERI6B_HUMAN	ERICH6B FAM194B	3.0
Q5W0B7	reviewed	TM236_HUMAN	TMEM236 FAM23A FAM23B	3.0
Q5W0V3	reviewed	FHI2A_HUMAN	FHIP2A FAM160B1 KIAA1600	3.0
Q5W186	reviewed	CST9_HUMAN	CST9 CLM CTES7A	3.0
Q5W5W9	reviewed	RES18_HUMAN	RESP18	3.0
Q5XG99	reviewed	LYSM4_HUMAN	LYSMD4	3.0
Q5XKK7	reviewed	F219B_HUMAN	FAM219B C15orf17	3.0
Q5XKR9	reviewed	F104B_HUMAN	FAM104B CXorf44	3.0
Q5XUX1	reviewed	FBXW9_HUMAN	FBXW9 FBW9	3.0
Q5YKI7	reviewed	GGNB1_HUMAN	GGNBP1	3.0
Q63HM2	reviewed	PCX4_HUMAN	PCNX4 C14orf135 FBP2 PCNXL4	3.0
Q63HM9	reviewed	PLCX3_HUMAN	PLCXD3	3.0
Q63ZE4	reviewed	S22AA_HUMAN	SLC22A10 OAT5	3.0
Q64ET8	reviewed	FRG2_HUMAN	FRG2 FRG2A	3.0
Q658K8	reviewed	EF1DL_HUMAN	EEF1DP3	3.0
Q658L1	reviewed	SAXO2_HUMAN	SAXO2 FAM154B	3.0
Q68CQ7	reviewed	GL8D1_HUMAN	GLT8D1 GALA4A AD-017 MSTP137 UNQ572/PRO1134	3.0
Q68DI1	reviewed	ZN776_HUMAN	ZNF776	3.0
Q68DN1	reviewed	CB016_HUMAN	C2orf16	3.0
Q68DY9	reviewed	ZN772_HUMAN	ZNF772	3.0
Q69YU3	reviewed	AN34A_HUMAN	ANKRD34A ANKRD34	3.0
Q6AHZ1	reviewed	Z518A_HUMAN	ZNF518A KIAA0335 ZNF518	3.0
Q6AI08	reviewed	HEAT6_HUMAN	HEATR6 ABC1	3.0
Q6AI12	reviewed	ANR40_HUMAN	ANKRD40	3.0
Q6AW86	reviewed	Z324B_HUMAN	ZNF324B	3.0
Q6B0B8	reviewed	TIGD3_HUMAN	TIGD3	3.0
Q6BEB4	reviewed	SP5_HUMAN	SP5	3.0
Q6DD87	reviewed	ZN787_HUMAN	ZNF787	3.0
Q6DHV5	reviewed	C2D2B_HUMAN	CC2D2B C10orf130 C10orf131	3.0
Q6DKI1	reviewed	RL7L_HUMAN	RPL7L1	3.0
Q6EBC2	reviewed	IL31_HUMAN	IL31	3.0
Q6F5E7	reviewed	TR3N_HUMAN	TXNRD3NB TR2IT1 TXNRD3IT1 TXNRD3NT1	3.0
Q6GPI1	reviewed	CTRB2_HUMAN	CTRB2	3.0
Q6GV28	reviewed	TM225_HUMAN	TMEM225 PMP22CD	3.0
Q6ICC9	reviewed	RTL6_HUMAN	RTL6 LDOC1L MAR6 MART6	3.0
Q6ICH7	reviewed	ASPH2_HUMAN	ASPHD2	3.0
Q6IE36	reviewed	OVOS2_HUMAN	OVOS2	3.0
Q6IEE8	reviewed	SN12L_HUMAN	SLFN12L SLFN5	3.0
Q6IEU7	reviewed	OR5MA_HUMAN	OR5M10	3.0
Q6IEV9	reviewed	OR4CB_HUMAN	OR4C11 OR4C11P	3.0
Q6IEY1	reviewed	OR4F3_HUMAN	OR4F3; OR4F16; OR4F29	3.0
Q6IEZ7	reviewed	OR2T5_HUMAN	OR2T5	3.0
Q6IF00	reviewed	OR2T2_HUMAN	OR2T2 OR2T2P	3.0
Q6IF36	reviewed	O8G2P_HUMAN	OR8G2P OR8G2 OR8G4	3.0
Q6IF42	reviewed	OR2A2_HUMAN	OR2A2 OR2A17P OR2A2P	3.0
Q6IF63	reviewed	O52W1_HUMAN	OR52W1 OR52W1P	3.0
Q6IF82	reviewed	O4A47_HUMAN	OR4A47	3.0
Q6IF99	reviewed	O10K2_HUMAN	OR10K2	3.0
Q6IFG1	reviewed	O52E8_HUMAN	OR52E8	3.0
Q6IFN5	reviewed	O7E24_HUMAN	OR7E24 OR7E24P	3.0
Q6IN97	reviewed	FRP2L_HUMAN	FRMPD2B FRMPD2L1 FRMPD2L2 FRMPD2P1 FRMPD2P2 PDZD5A PDZD5B PDZK5A PDZK5B	3.0
Q6IPT2	reviewed	GAR5A_HUMAN	GARIN5A FAM71E1	3.0
Q6IPX1	reviewed	TBC3C_HUMAN	TBC1D3C TBC1D3D	3.0
Q6IPX3	reviewed	TCAL6_HUMAN	TCEAL6	3.0
Q6IQ21	reviewed	ZN770_HUMAN	ZNF770	3.0
Q6IS14	reviewed	IF5AL_HUMAN	EIF5AL1	3.0
Q6J272	reviewed	F166A_HUMAN	FAM166A HSD46	3.0
Q6JVE6	reviewed	LCN10_HUMAN	LCN10	3.0
Q6JVE9	reviewed	LCN8_HUMAN	LCN8 LCN5	3.0
Q6L8G5	reviewed	KR510_HUMAN	KRTAP5-10 KAP5.10 KRTAP5.10	3.0
Q6L9T8	reviewed	FA72D_HUMAN	FAM72D GCUD2	3.0
Q6NSI8	reviewed	SANBR_HUMAN	SANBR KIAA1841	3.0
Q6NSJ2	reviewed	PHLB3_HUMAN	PHLDB3	3.0
Q6NSW5	reviewed	DE10B_HUMAN	DENND10P1 FAM45 FAM45BP HT011	3.0
Q6NT04	reviewed	TIGD7_HUMAN	TIGD7	3.0
Q6NT16	reviewed	S18B1_HUMAN	SLC18B1 C6orf192	3.0
Q6NT52	reviewed	CGB2_HUMAN	CGB2	3.0
Q6NT89	reviewed	TRNP1_HUMAN	TRNP1 C1orf225 TRNP	3.0
Q6NUN7	reviewed	JHY_HUMAN	JHY C11orf63	3.0
Q6NV75	reviewed	GP153_HUMAN	GPR153 PGR1	3.0
Q6NVV3	reviewed	NIPA3_HUMAN	NIPAL1 NIPA3 NPAL1	3.0
Q6NW29	reviewed	RWDD4_HUMAN	RWDD4 FAM28A RWDD4A	3.0
Q6NX49	reviewed	ZN544_HUMAN	ZNF544	3.0
Q6NXP0	reviewed	EFC12_HUMAN	EFCAB12 C3orf25	3.0
Q6NXP2	reviewed	GAR1A_HUMAN	GARIN1A FAM137B FAM71F2	3.0
Q6NZ63	reviewed	STEAL_HUMAN	STEAP1B	3.0
Q6P093	reviewed	ADCL2_HUMAN	AADACL2	3.0
Q6P1N9	reviewed	TATD1_HUMAN	TATDN1 CDA11	3.0
Q6P280	reviewed	ZN529_HUMAN	ZNF529 KIAA1615	3.0
Q6P387	reviewed	CP046_HUMAN	C16orf46	3.0
Q6P3R8	reviewed	NEK5_HUMAN	NEK5	3.0
Q6P3V2	reviewed	Z585A_HUMAN	ZNF585A	3.0
Q6P474	reviewed	PDXD2_HUMAN	PDXDC2P PDXDC2	3.0
Q6P589	reviewed	TP8L2_HUMAN	TNFAIP8L2	3.0
Q6P5X7	reviewed	TMM71_HUMAN	TMEM71	3.0
Q6P656	reviewed	CF161_HUMAN	CFAP161 C15orf26	3.0
Q6P6B7	reviewed	ANR16_HUMAN	ANKRD16	3.0
Q6P995	reviewed	F171B_HUMAN	FAM171B KIAA1946 NPD019	3.0
Q6P9A1	reviewed	ZN530_HUMAN	ZNF530 KIAA1508	3.0
Q6P9A3	reviewed	ZN549_HUMAN	ZNF549	3.0
Q6PB30	reviewed	CSAG1_HUMAN	CSAG1 CSAGE	3.0
Q6PCB5	reviewed	RSBNL_HUMAN	RSBN1L	3.0
Q6PEW0	reviewed	PRS54_HUMAN	PRSS54 KLKBL4	3.0
Q6PEZ8	reviewed	PONL1_HUMAN	PODNL1 SLRR5B	3.0
Q6PF15	reviewed	KLH35_HUMAN	KLHL35	3.0
Q6PG37	reviewed	ZN790_HUMAN	ZNF790	3.0
Q6PH81	reviewed	CP087_HUMAN	C16orf87	3.0
Q6PI47	reviewed	KCD18_HUMAN	KCTD18	3.0
Q6PI97	reviewed	HOATZ_HUMAN	HOATZ C11orf88 HOATZIN	3.0
Q6PID6	reviewed	TTC33_HUMAN	TTC33	3.0
Q6PII5	reviewed	HAGHL_HUMAN	HAGHL	3.0
Q6PIS1	reviewed	S23A3_HUMAN	SLC23A3 E2BP3 SVCT3	3.0
Q6PJ61	reviewed	FBX46_HUMAN	FBXO46 FBX46 FBXO34L	3.0
Q6PJE2	reviewed	POZP3_HUMAN	POMZP3	3.0
Q6PK04	reviewed	CC137_HUMAN	CCDC137 cPERP-B	3.0
Q6PK81	reviewed	ZN773_HUMAN	ZNF773 ZNF419B	3.0
Q6PP77	reviewed	XKR2_HUMAN	XKRX XKR2 XPLAC XRG2	3.0
Q6Q6R5	reviewed	CRIP3_HUMAN	CRIP3 CRP3	3.0
